/(Epi Dt),Confirmed + Probable Title,County Parameter Cum Curve,运行 Confirm + Probable cases 的 总和,Confirmed cases (running sum),Probable cases (running sum),Window Max Cum Cases
2020/9/2/,confirmed and probable,Eau Claire County,1054,1034,20,7674
2020/9/3/,confirmed and probable,Eau Claire County,1083,1063,20,7674
2020/9/4/,confirmed and probable,Eau Claire County,1129,1109,20,7674
2020/9/5/,confirmed and probable,Eau Claire County,1161,1141,20,7674
2020/9/6/,confirmed and probable,Eau Claire County,1198,1178,20,7674
2020/9/7/,confirmed and probable,Eau Claire County,1259,1239,20,7674
2020/9/8/,confirmed and probable,Eau Claire County,1318,1298,20,7674
2020/9/9/,confirmed and probable,Eau Claire County,1370,1350,20,7674
2020/9/10/,confirmed and probable,Eau Claire County,1418,1398,20,7674
2020/9/11/,confirmed and probable,Eau Claire County,1462,1440,22,7674
2020/9/12/,confirmed and probable,Eau Claire County,1497,1475,22,7674
2020/9/13/,confirmed and probable,Eau Claire County,1544,1522,22,7674
2020/9/14/,confirmed and probable,Eau Claire County,1604,1582,22,7674
2020/9/15/,confirmed and probable,Eau Claire County,1655,1633,22,7674
2020/9/16/,confirmed and probable,Eau Claire County,1733,1711,22,7674
2020/9/17/,confirmed and probable,Eau Claire County,1780,1757,23,7674
2020/9/18/,confirmed and probable,Eau Claire County,1824,1800,24,7674
2020/9/19/,confirmed and probable,Eau Claire County,1859,1835,24,7674
2020/9/20/,confirmed and probable,Eau Claire County,1899,1875,24,7674
2020/9/21/,confirmed and probable,Eau Claire County,1950,1925,25,7674
2020/9/22/,confirmed and probable,Eau Claire County,1985,1960,25,7674
2020/9/23/,confirmed and probable,Eau Claire County,2024,1999,25,7674
2020/9/24/,confirmed and probable,Eau Claire County,2066,2040,26,7674
2020/9/25/,confirmed and probable,Eau Claire County,2105,2079,26,7674
2020/9/26/,confirmed and probable,Eau Claire County,2133,2107,26,7674
2020/9/27/,confirmed and probable,Eau Claire County,2155,2129,26,7674
2020/9/28/,confirmed and probable,Eau Claire County,2199,2173,26,7674
2020/9/29/,confirmed and probable,Eau Claire County,2239,2213,26,7674
2020/9/30/,confirmed and probable,Eau Claire County,2280,2254,26,7674
2020/10/1/,confirmed and probable,Eau Claire County,2312,2285,27,7674
2020/10/2/,confirmed and probable,Eau Claire County,2347,2319,28,7674
2020/10/3/,confirmed and probable,Eau Claire County,2376,2347,29,7674
2020/10/4/,confirmed and probable,Eau Claire County,2396,2367,29,7674
2020/10/5/,confirmed and probable,Eau Claire County,2434,2405,29,7674
2020/10/6/,confirmed and probable,Eau Claire County,2468,2439,29,7674
2020/10/7/,confirmed and probable,Eau Claire County,2513,2483,30,7674
2020/10/8/,confirmed and probable,Eau Claire County,2557,2527,30,7674
2020/10/9/,confirmed and probable,Eau Claire County,2592,2562,30,7674
2020/10/10/,confirmed and probable,Eau Claire County,2626,2596,30,7674
2020/10/11/,confirmed and probable,Eau Claire County,2663,2633,30,7674
2020/10/12/,confirmed and probable,Eau Claire County,2726,2696,30,7674
2020/10/13/,confirmed and probable,Eau Claire County,2771,2741,30,7674
2020/10/14/,confirmed and probable,Eau Claire County,2838,2807,31,7674
2020/10/15/,confirmed and probable,Eau Claire County,2878,2846,32,7674
2020/10/16/,confirmed and probable,Eau Claire County,2942,2910,32,7674
2020/10/17/,confirmed and probable,Eau Claire County,3004,2971,33,7674
2020/10/18/,confirmed and probable,Eau Claire County,3058,3025,33,7674
2020/10/19/,confirmed and probable,Eau Claire County,3153,3119,34,7674
2020/10/20/,confirmed and probable,Eau Claire County,3287,3251,36,7674
2020/10/21/,confirmed and probable,Eau Claire County,3401,3363,38,7674
2020/10/22/,confirmed and probable,Eau Claire County,3507,3468,39,7674
2020/10/23/,confirmed and probable,Eau Claire County,3603,3564,39,7674
2020/10/24/,confirmed and probable,Eau Claire County,3680,3641,39,7674
2020/10/25/,confirmed and probable,Eau Claire County,3739,3699,40,7674
2020/10/26/,confirmed and probable,Eau Claire County,3931,3888,43,7674
2020/10/27/,confirmed and probable,Eau Claire County,4051,4005,46,7674
2020/10/28/,confirmed and probable,Eau Claire County,4191,4142,49,7674
2020/10/29/,confirmed and probable,Eau Claire County,4299,4250,49,7674
2020/10/30/,confirmed and probable,Eau Claire County,4462,4412,50,7674
2020/10/31/,confirmed and probable,Eau Claire County,4581,4529,52,7674
2020/11/1/,confirmed and probable,Eau Claire County,4675,4623,52,7674
2020/11/2/,confirmed and probable,Eau Claire County,4921,4866,55,7674
2020/11/3/,confirmed and probable,Eau Claire County,5105,5049,56,7674
2020/11/4/,confirmed and probable,Eau Claire County,5287,5228,59,7674
2020/11/5/,confirmed and probable,Eau Claire County,5467,5405,62,7674
